GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P
ENSG00000212993	8	128426535	128432311	37	6	716517	-0.51826	0.69786
ENSG00000136997	8	128747680	128753674	20	9	716517	0.33676	0.36815
ENSG00000256655	8	128959126	128960591	2	1	716517	-1.2479	0.89396
ENSG00000147697	8	130760442	130799134	114	19	716517	0.79735	0.21262
ENSG00000153310	8	130851839	131029375	383	37	716517	2.0697	0.019238
ENSG00000153317	8	131064353	131455906	1315	37	716517	1.8132	0.034901
ENSG00000155897	8	131792547	132054672	994	60	716517	0.75752	0.22437
ENSG00000132294	8	132916335	133025889	350	22	716517	0.80913	0.20922
ENSG00000253117	8	133036467	133071627	136	14	716517	0.45435	0.32479
ENSG00000258417	8	133036467	133097902	211	27	716517	0.80999	0.20897
ENSG00000132297	8	133073733	133123406	219	33	716517	1.1338	0.12844
ENSG00000184156	8	133133108	133493200	1318	96	716517	0.14962	0.44053
ENSG00000129295	8	133584320	133687838	158	18	716517	-0.16074	0.56385
ENSG00000165071	8	133697253	133772958	267	14	716517	1.0125	0.15565
ENSG00000129292	8	133787618	133861052	123	13	716517	0.44211	0.32921
ENSG00000042832	8	133879203	134147147	951	51	716517	-1.1493	0.87479
ENSG00000155926	8	134048973	134115298	304	20	716517	-1.0669	0.85699
ENSG00000104415	8	134203282	134242587	132	27	716517	0.17814	0.4293
ENSG00000104419	8	134249414	134314265	246	40	716517	-0.67535	0.75027
ENSG00000008513	8	134467091	134584183	477	81	716517	0.18629	0.42611
ENSG00000066827	8	135490031	135725292	826	44	716517	-3.2433	0.99941
ENSG00000131773	8	136469700	136668965	442	26	716517	-0.64566	0.74075
ENSG00000147724	8	139142266	139509065	1325	105	716517	-1.2746	0.89877
ENSG00000169436	8	139600478	139926249	1188	108	716517	0.84221	0.19984
ENSG00000169427	8	140613081	140715299	305	43	716517	0.45753	0.32364
ENSG00000167632	8	140742586	141468678	2397	169	716517	-0.201	0.57965
ENSG00000250733	8	140943416	140946190	8	3	716517	0.70549	0.24025
ENSG00000104472	8	141521397	141527236	11	4	716517	1.3542	0.087831
ENSG00000123908	8	141541264	141645718	340	38	716517	-1.4004	0.91931
ENSG00000169398	8	141667999	142012315	583	15	716517	-0.023684	0.50945
ENSG00000105339	8	142127377	142205907	184	37	716517	-0.70658	0.76009
ENSG00000022567	8	142217265	142318404	385	41	716517	0.81739	0.20685
ENSG00000204882	8	142366600	142377367	40	8	716517	1.1228	0.13077
ENSG00000184489	8	142402093	142441620	112	15	716517	-0.55368	0.7101
ENSG00000171045	8	143293441	143484601	773	35	716517	-0.10012	0.53988
ENSG00000181790	8	143530791	143626370	212	36	716517	0.66396	0.25336
ENSG00000198576	8	143692405	143696833	15	3	716517	0.26956	0.39375
ENSG00000167653	8	143751726	143764142	73	6	716517	0.74412	0.2284
ENSG00000160886	8	143781529	143786545	18	3	716517	-0.072251	0.5288
ENSG00000130193	8	143808621	143818345	30	9	716517	-1.166	0.87819
ENSG00000126233	8	143822362	143823829	2	1	716517	-1.1989	0.88472
ENSG00000197353	8	143831568	143833952	11	3	716517	-0.74237	0.77107
ENSG00000180155	8	143845752	143859640	44	9	716517	0.14624	0.44187
ENSG00000167656	8	143866296	143868008	7	3	716517	-0.36751	0.64338
ENSG00000104499	8	143915663	143997922	386	15	716517	-0.36677	0.64311
ENSG00000160882	8	143953772	143961262	47	6	716517	-0.91209	0.81914
ENSG00000179142	8	143991975	143999259	63	7	716517	-0.25739	0.60156
ENSG00000160932	8	144099399	144105249	16	6	716517	-1.2063	0.88615
ENSG00000177335	8	144120626	144141359	74	5	716517	-0.8259	0.79557
ENSG00000176956	8	144239331	144242128	6	2	716517	0.23329	0.40777
ENSG00000182851	8	144295068	144299044	20	5	716517	1.4767	0.069881
ENSG00000181638	8	144328991	144344875	45	6	716517	0.47291	0.31814
ENSG00000264668	8	144329280	144358573	92	8	716517	0.39678	0.34577
ENSG00000250571	8	144349603	144359101	35	5	716517	0.26517	0.39544
ENSG00000185730	8	144371846	144380231	36	3	716517	-0.0004053	0.50016
ENSG00000184428	8	144386554	144442149	229	18	716517	1.5427	0.061447
ENSG00000158106	8	144451057	144466390	45	7	716517	2.0161	0.021897
ENSG00000182759	8	144501352	144512576	61	13	716517	-0.14311	0.5569
ENSG00000014164	8	144519825	144623623	321	31	716517	1.1421	0.1267
ENSG00000104518	8	144635377	144645232	43	11	716517	-0.047415	0.51891
ENSG00000204839	8	144648357	144655141	25	5	716517	-2.4359	0.99257
ENSG00000147813	8	144656955	144660819	20	5	716517	-1.2638	0.89685
ENSG00000104529	8	144661867	144681711	84	10	716517	0.21408	0.41524
ENSG00000179886	8	144680074	144682485	5	3	716517	-0.50903	0.69463
ENSG00000104524	8	144686083	144691943	23	6	716517	0.87273	0.1914
ENSG00000104522	8	144694788	144700218	21	5	716517	-0.0094369	0.50376
ENSG00000183309	8	144718183	144735900	66	12	716517	-0.54274	0.70635
ENSG00000181135	8	144766622	144796068	85	14	716517	-1.7836	0.96275
ENSG00000255181	8	144788864	144790279	2	1	716517	-1.9058	0.97166
ENSG00000181085	8	144798429	144804628	22	8	716517	-1.4863	0.9314
ENSG00000180921	8	144806103	144815971	29	5	716517	-0.46346	0.67848
ENSG00000180900	8	144873090	144897549	71	15	716517	0.57776	0.28171
ENSG00000179950	8	144898514	144912029	28	7	716517	0.019228	0.49233
ENSG00000185189	8	144915764	144924200	8	3	716517	-0.048738	0.51944
ENSG00000227184	8	144939497	144952632	37	14	716517	0.63185	0.26374
ENSG00000178209	8	144989321	145050902	148	7	716517	0.78272	0.2169
ENSG00000178685	8	145051321	145086940	58	4	716517	0.61698	0.26863
ENSG00000178719	8	145064226	145067583	4	1	716517	0.85782	0.1955
ENSG00000186583	8	145086582	145101933	16	5	716517	0.77749	0.21843
ENSG00000178814	8	145106167	145118735	20	3	716517	0.31572	0.37611
ENSG00000178896	8	145133529	145135550	2	1	716517	-0.85102	0.80262
ENSG00000197858	8	145137493	145141119	4	1	716517	0.095463	0.46197
ENSG00000179091	8	145149930	145152428	3	2	716517	-3.8028	0.99993
ENSG00000179526	8	145153536	145163027	14	2	716517	-0.8724	0.8085
ENSG00000179632	8	145159402	145162514	3	1	716517	-0.12361	0.54919
ENSG00000179698	8	145162629	145173218	20	3	716517	-0.10651	0.54241
ENSG00000179832	8	145202919	145316843	91	10	716517	-1.1387	0.87259
ENSG00000170727	8	145486055	145515082	44	5	716517	-1.1905	0.88308
ENSG00000185122	8	145515280	145538385	43	3	716517	-0.67608	0.7505
ENSG00000185000	8	145539954	145550573	20	6	716517	-0.78007	0.78233
ENSG00000170616	8	145554228	145559943	5	3	716517	-0.64805	0.74152
ENSG00000214597	8	145575878	145578574	6	1	716517	-0.66124	0.74577
ENSG00000185803	8	145577795	145584932	13	3	716517	0.49267	0.31112
ENSG00000182325	8	145579091	145583036	4	1	716517	-0.19741	0.57825
ENSG00000173137	8	145596790	145618457	28	4	716517	-0.36851	0.64375
ENSG00000071894	8	145618444	145634753	24	4	716517	0.46506	0.32095
ENSG00000147804	8	145635126	145642279	17	6	716517	0.16976	0.4326
ENSG00000160948	8	145649000	145653931	8	2	716517	0.34311	0.36576
ENSG00000160949	8	145654165	145669827	48	2	716517	0.32107	0.37408
ENSG00000187954	8	145674965	145691060	31	6	716517	0.41746	0.33817
ENSG00000167702	8	145691426	145699585	6	3	716517	-0.051744	0.52063
ENSG00000160973	8	145698795	145701718	2	1	716517	0.1549	0.43845
ENSG00000160972	8	145703352	145727504	33	6	716517	-0.50107	0.69184
ENSG00000167701	8	145728356	145732557	7	3	716517	-0.73007	0.76733
ENSG00000167700	8	145734457	145736596	1	1	716517	-0.085329	0.534
ENSG00000160957	8	145736667	145743229	13	3	716517	-1.1215	0.86897
ENSG00000160959	8	145743376	145750557	10	3	716517	-0.14546	0.55783
ENSG00000254402	8	145747761	145752416	5	2	716517	0.41223	0.34009
ENSG00000213563	8	145751117	145754516	3	1	716517	0.19821	0.42144
ENSG00000147799	8	145754563	145911194	238	19	716517	0.88894	0.18702
ENSG00000198169	8	145946298	145981802	50	15	716517	0.10986	0.45626
ENSG00000196378	8	145998499	146012730	41	5	716517	0.58135	0.2805
ENSG00000161016	8	146015150	146017972	8	3	716517	1.4939	0.0676
ENSG00000197363	8	146024261	146036554	51	7	716517	2.5961	0.0047146
ENSG00000147789	8	146052849	146072894	66	7	716517	1.17	0.121
ENSG00000170619	8	146066427	146079121	47	5	716517	0.85345	0.19671
ENSG00000196150	8	146076632	146127553	84	11	716517	0.9551	0.16976
ENSG00000170631	8	146155744	146176274	68	10	716517	0.35444	0.3615
ENSG00000182307	8	146277764	146281416	6	3	716517	-0.73729	0.76953
ENSG00000170122	9	116237	118417	9	3	716517	1.0933	0.13713
ENSG00000172785	9	121041	188979	204	20	716517	0.51202	0.30432
ENSG00000183784	9	213108	215893	20	7	716517	-0.70375	0.75921
ENSG00000107099	9	214854	465259	1378	68	716517	-0.56796	0.71497
ENSG00000107104	9	470291	746105	1471	47	716517	0.57262	0.28345
ENSG00000137090	9	841690	969090	744	58	716517	0.050746	0.47976
ENSG00000064218	9	976964	991731	57	9	716517	-0.28177	0.61094
ENSG00000173253	9	1050354	1057552	37	9	716517	0.48407	0.31417
ENSG00000080503	9	2015342	2193624	673	85	716517	0.13078	0.44798
ENSG00000147852	9	2621834	2660053	138	26	716517	-0.72991	0.76728
ENSG00000168263	9	2717502	2730037	34	9	716517	-0.27921	0.60996
ENSG00000080608	9	2720469	2844241	378	44	716517	-0.26015	0.60263
ENSG00000080298	9	3218297	3526004	785	34	716517	1.3024	0.096383
ENSG00000107249	9	3824127	4348392	2452	181	716517	0.60396	0.27294
ENSG00000106688	9	4490444	4587469	353	39	716517	-0.096191	0.53832
ENSG00000106686	9	4553386	4666674	529	44	716517	-0.20587	0.58155
ENSG00000205808	9	4662298	4665256	9	5	716517	-0.37131	0.6448
ENSG00000106993	9	4679559	4708398	83	9	716517	0.6123	0.27017
ENSG00000147853	9	4711155	4742043	191	21	716517	1.6766	0.046813
ENSG00000120158	9	4792869	4885917	338	32	716517	-0.072716	0.52898
ENSG00000096968	9	4985033	5128183	388	15	716517	0.57248	0.2835
ENSG00000120210	9	5131979	5185668	157	5	716517	0.70782	0.23953
ENSG00000120211	9	5231419	5235304	6	2	716517	0.36377	0.35802
ENSG00000107014	9	5299868	5304969	12	4	716517	0.14611	0.44192
ENSG00000107018	9	5334969	5339873	15	3	716517	0.76606	0.22182
ENSG00000107020	9	5357973	5437878	304	26	716517	0.046202	0.48157
ENSG00000120217	9	5450503	5470566	67	11	716517	-0.65464	0.74365
ENSG00000197646	9	5510545	5571282	162	31	716517	0.37383	0.35427
ENSG00000107036	9	5629025	5776557	457	28	716517	-0.76697	0.77845
ENSG00000099219	9	5765076	5833117	184	16	716517	-0.20157	0.57987
ENSG00000183354	9	5881596	6007901	334	23	716517	-0.95908	0.83124
ENSG00000120215	9	5890802	5910606	51	13	716517	-0.65301	0.74313
ENSG00000137040	9	6011043	6015618	8	4	716517	-1.6237	0.94778
ENSG00000137033	9	6215805	6257983	144	20	716517	0.99296	0.16037
ENSG00000170777	9	6328349	6331900	11	4	716517	0.7148	0.23737
ENSG00000147854	9	6413151	6507054	271	15	716517	1.4008	0.080642
ENSG00000215066	9	6467618	6470375	13	3	716517	0.39349	0.34698
ENSG00000178445	9	6532464	6645650	490	52	716517	0.16343	0.43509
ENSG00000107077	9	6720863	7175648	2236	104	716517	-0.65366	0.74334
ENSG00000137038	9	7796490	7888380	375	39	716517	-0.069156	0.52757
ENSG00000153707	9	8314246	10612723	10951	460	716517	-0.14235	0.5566
ENSG00000107165	9	12685439	12710290	66	9	716517	0.95646	0.16942
ENSG00000153714	9	12775020	12822130	158	29	716517	1.0125	0.15566
ENSG00000107186	9	13105703	13279589	277	27	716517	-0.58897	0.72206
ENSG00000147862	9	14081842	14398982	771	116	716517	0.80958	0.20909
ENSG00000175893	9	14611069	14693469	383	32	716517	-0.087145	0.53472
ENSG00000147869	9	14719722	14722715	15	5	716517	-0.71055	0.76132
ENSG00000164946	9	14734664	14910993	765	71	716517	0.32339	0.3732
ENSG00000155158	9	15163620	15307358	543	53	716517	-1.6504	0.95057
ENSG00000164975	9	15422702	15465951	132	13	716517	-0.94787	0.8284
ENSG00000164985	9	15464064	15511017	128	18	716517	-0.55306	0.70989
ENSG00000164989	9	15552895	16061661	1669	20	716517	0.25061	0.40106
ENSG00000205549	9	16203933	16276311	328	42	716517	0.39943	0.34479
ENSG00000173068	9	16409501	16870841	1530	77	716517	2.2452	0.012378
ENSG00000044459	9	17134980	17503921	1655	38	716517	1.6681	0.047653
ENSG00000107295	9	17579080	17797127	1149	56	716517	0.63003	0.26434
ENSG00000178031	9	18473892	18910948	2004	143	716517	-0.18614	0.57383
ENSG00000155875	9	18927656	19033251	601	27	716517	1.3891	0.0824
ENSG00000155876	9	19049372	19051019	2	1	716517	2.1489	0.015821
ENSG00000147874	9	19053141	19103117	231	19	716517	0.75712	0.22449
ENSG00000147872	9	19108373	19149288	145	25	716517	0.19969	0.42086
ENSG00000137145	9	19230433	19374139	469	26	716517	0.42685	0.33474
ENSG00000137154	9	19375713	19380252	10	3	716517	1.0798	0.14012
ENSG00000177076	9	19408925	19452018	129	13	716517	-0.85777	0.80449
ENSG00000155886	9	19507450	19786926	899	60	716517	0.78868	0.21515
ENSG00000171843	9	20341663	20622542	522	55	716517	1.2221	0.11084
ENSG00000188352	9	20658308	20995954	1022	39	716517	1.628	0.051762
ENSG00000188921	9	20995306	21031635	158	19	716517	1.7684	0.038494
ENSG00000171855	9	21077104	21077943	1	1	716517	0.66383	0.2534
ENSG00000177047	9	21140631	21142144	3	2	716517	0.075398	0.46995
ENSG00000137080	9	21165636	21166659	3	2	716517	0.79959	0.21197
ENSG00000236637	9	21186617	21187598	4	2	716517	1.2255	0.1102
ENSG00000186803	9	21206180	21207142	7	2	716517	0.39594	0.34608
ENSG00000147885	9	21216372	21217310	9	1	716517	1.0405	0.14906
ENSG00000234829	9	21227242	21228221	5	1	716517	0.16706	0.43366
ENSG00000228083	9	21239201	21239978	1	1	716517	2.0257	0.0214
ENSG00000147873	9	21304613	21305312	1	1	716517	1.049	0.1471
ENSG00000198642	9	21329670	21335379	10	2	716517	0.9494	0.17121
ENSG00000120235	9	21349834	21351377	5	2	716517	0.54801	0.29184
ENSG00000233816	9	21367371	21368075	1	1	716517	0.25024	0.4012
ENSG00000188379	9	21384254	21385396	1	1	716517	1.0245	0.1528
ENSG00000120242	9	21409146	21410184	1	1	716517	-0.28845	0.6135
ENSG00000197919	9	21440440	21441315	5	3	716517	1.7482	0.040217
ENSG00000184995	9	21480841	21482312	3	1	716517	-0.4228	0.66378
ENSG00000099810	9	21802542	21931646	278	25	716517	-1.8179	0.96546
ENSG00000224854	9	21967137	21967738	1	1	716517	0.028078	0.4888
ENSG00000147889	9	21967751	21995300	40	10	716517	1.3891	0.082396
ENSG00000147883	9	22002902	22009362	9	4	716517	-1.6913	0.95461
ENSG00000176399	9	22446840	22455739	23	7	716517	2.2299	0.012877
ENSG00000107105	9	23690102	23826335	379	40	716517	0.014295	0.4943
ENSG00000205442	9	24542950	24545944	8	2	716517	0.9744	0.16493
ENSG00000198680	9	25676396	25678856	17	4	716517	0.50629	0.30633
ENSG00000120159	9	26840683	26892802	137	22	716517	-0.26123	0.60304
ENSG00000137055	9	26904081	26947461	157	16	716517	-0.077877	0.53104
ENSG00000096872	9	26947037	27062928	326	25	716517	-0.66017	0.74543
ENSG00000184434	9	26993134	27005691	36	11	716517	-1.4167	0.92171
ENSG00000120156	9	27109139	27230173	725	68	716517	-0.0060158	0.5024
ENSG00000120160	9	27284656	27297137	58	10	716517	0.24292	0.40403
ENSG00000120162	9	27325207	27529779	759	70	716517	-1.241	0.8927
ENSG00000147896	9	27524312	27526496	12	5	716517	-0.74537	0.77198
ENSG00000147894	9	27546544	27573864	113	16	716517	0.23584	0.40678
ENSG00000174482	9	27948076	28670283	2756	184	716517	1.5781	0.057277
ENSG00000122729	9	32384618	32454767	196	33	716517	2.4002	0.0081921
ENSG00000107201	9	32455300	32526322	197	18	716517	1.3813	0.083589
ENSG00000197579	9	32540542	32552551	20	7	716517	0.39915	0.34489
ENSG00000165264	9	32552997	32573160	48	8	716517	0.9612	0.16823
ENSG00000241043	9	32566787	32568619	6	3	716517	1.0292	0.1517
ENSG00000122728	9	32629452	32635667	10	6	716517	-0.20911	0.58282
ENSG00000188133	9	32783497	32787397	9	4	716517	1.1752	0.11996
ENSG00000137074	9	32972604	33025166	256	8	716517	-1.1221	0.86908
ENSG00000086061	9	33025209	33039905	66	10	716517	-1.0744	0.85868
ENSG00000122692	9	33041762	33076665	116	14	716517	-0.21548	0.5853
ENSG00000086062	9	33104080	33167354	260	22	716517	-0.3627	0.64159
ENSG00000122711	9	33218363	33248565	112	10	716517	-0.31158	0.62232
ENSG00000107262	9	33247818	33264761	19	4	716517	-0.17041	0.56766
ENSG00000086065	9	33264940	33281977	21	5	716517	-1.2993	0.90309
ENSG00000086102	9	33290509	33371155	126	21	716517	-0.03755	0.51498
ENSG00000165269	9	33384765	33402643	50	11	716517	-0.66056	0.74555
ENSG00000165272	9	33441152	33447609	22	9	716517	0.71634	0.23689
ENSG00000165271	9	33461439	33473928	31	9	716517	0.79697	0.21273
ENSG00000230453	9	33524392	33573007	140	21	716517	0.060601	0.47584
ENSG00000010438	9	33750515	33799230	141	20	716517	0.47916	0.31591
ENSG00000107341	9	33817565	33920402	285	18	716517	1.2608	0.1037
ENSG00000137073	9	33921691	34048947	397	19	716517	1.6128	0.05339
ENSG00000198876	9	34086385	34127397	127	15	716517	1.2443	0.1067
ENSG00000165006	9	34179003	34252521	174	17	716517	0.10761	0.45715
ENSG00000186638	9	34252379	34329198	172	17	716517	1.13	0.12924
ENSG00000164978	9	34329504	34343709	32	7	716517	0.98925	0.16127
ENSG00000164976	9	34366668	34376851	26	7	716517	1.1394	0.12726
ENSG00000164972	9	34379017	34397830	38	9	716517	1.0808	0.13989
ENSG00000164970	9	34398182	34458568	158	21	716517	1.343	0.089637
ENSG00000122735	9	34457412	34520982	118	19	716517	0.78337	0.21671
ENSG00000168913	9	34521038	34523039	5	3	716517	2.0627	0.019572
ENSG00000122756	9	34551430	34590121	122	19	716517	-0.038569	0.51538
ENSG00000164967	9	34610483	34612101	2	1	716517	-0.1373	0.5546
ENSG00000137100	9	34613548	34620515	6	3	716517	-0.84163	0.8
ENSG00000205143	9	34621376	34628104	16	6	716517	-0.37031	0.64442
ENSG00000147955	9	34634719	34637806	7	3	716517	-0.37062	0.64454
ENSG00000213930	9	34638130	34651032	25	8	716517	-0.5267	0.7008
ENSG00000258728	9	34646642	34657110	16	5	716517	-1.1141	0.86738
ENSG00000137070	9	34650699	34661889	16	6	716517	-0.81988	0.79386
ENSG00000213927	9	34661877	34664045	5	2	716517	-0.65246	0.74295
ENSG00000172724	9	34689564	34691274	5	3	716517	-0.19968	0.57913
ENSG00000137077	9	34709002	34710121	1	1	716517	1.1441	0.1263
ENSG00000205108	9	34723052	34729464	28	6	716517	1.6887	0.045643
ENSG00000122733	9	34957484	34982541	55	15	716517	-1.1352	0.87185
ENSG00000137094	9	34989638	34998897	12	7	716517	-0.64876	0.74175
ENSG00000174038	9	35041092	35045988	10	5	716517	-1.1785	0.8807
ENSG00000269510	9	35042390	35042824	1	1	716517	0.95614	0.1695
ENSG00000165280	9	35056061	35073246	37	9	716517	0.084552	0.46631
ENSG00000221829	9	35073832	35080013	9	4	716517	-0.039831	0.51589
ENSG00000165282	9	35088685	35096591	12	6	716517	-0.53664	0.70424
ENSG00000165283	9	35099888	35103154	5	2	716517	-0.9889	0.83864
ENSG00000005238	9	35104109	35116338	22	8	716517	-0.70099	0.75835
ENSG00000198722	9	35161999	35405335	404	27	716517	0.58325	0.27986
ENSG00000198853	9	35490124	35561895	116	19	716517	0.75451	0.22527
ENSG00000215187	9	35561828	35563896	3	2	716517	0.31576	0.37609
ENSG00000107140	9	35605367	35610038	6	3	716517	1.3283	0.092048
ENSG00000137101	9	35609530	35646807	113	23	716517	0.061105	0.47564
ENSG00000137078	9	35649292	35650937	3	2	716517	0.10587	0.45784
ENSG00000159884	9	35658301	35661508	16	4	716517	-0.52395	0.69984
ENSG00000137135	9	35658872	35675863	46	8	716517	-0.49041	0.68808
ENSG00000107159	9	35673853	35681156	19	6	716517	-0.55137	0.70931
ENSG00000198467	9	35681989	35691017	28	7	716517	0.089977	0.46415
ENSG00000137076	9	35696945	35732392	50	12	716517	-0.71761	0.7635
ENSG00000107175	9	35732332	35737001	8	5	716517	-0.45952	0.67707
ENSG00000070610	9	35736863	35749983	15	8	716517	-1.3968	0.91876
ENSG00000107185	9	35749203	35758572	15	5	716517	0.50484	0.30684
ENSG00000215183	9	35752987	35756610	4	2	716517	-0.27172	0.60708
ENSG00000159899	9	35792151	35809729	30	5	716517	-0.77632	0.78122
ENSG00000137098	9	35808042	35812269	6	3	716517	0.97257	0.16538
ENSG00000137133	9	35812957	35815351	2	1	716517	2.349	0.0094123
ENSG00000137103	9	35814448	35854844	78	13	716517	-0.0056811	0.50227
ENSG00000204930	9	35816388	35828744	27	7	716517	-0.1668	0.56624
ENSG00000168828	9	35869375	35870461	2	1	716517	0.42252	0.33632
ENSG00000196196	9	35906189	35907138	5	3	716517	-0.047555	0.51896
ENSG00000122718	9	35957105	35958151	4	1	716517	0.18717	0.42576
ENSG00000122707	9	36036430	36124448	178	23	716517	0.55594	0.28913
ENSG00000122694	9	36136732	36163910	96	23	716517	0.41345	0.33964
ENSG00000185972	9	36169389	36171329	6	3	716517	-1.3328	0.90871
ENSG00000122705	9	36190853	36304778	337	24	716517	-0.56238	0.71307
ENSG00000159921	9	36214438	36277053	179	18	716517	-0.54787	0.70811
ENSG00000137075	9	36336393	36487545	258	29	716517	-0.47526	0.6827
ENSG00000165304	9	36572859	36677678	183	12	716517	-0.59593	0.72439
ENSG00000196092	9	36833272	37034103	792	63	716517	1.2203	0.11117
ENSG00000147905	9	37120536	37358146	320	21	716517	-0.12337	0.54909
ENSG00000137106	9	37422663	37436987	26	7	716517	-1.935	0.9735
ENSG00000168795	9	37438111	37465396	47	14	716517	-0.83167	0.7972
ENSG00000137054	9	37485932	37503694	122	6	716517	-1.3776	0.91583
ENSG00000147912	9	37510889	37588871	249	31	716517	-2.1706	0.98502
ENSG00000175768	9	37582643	37592639	23	4	716517	-1.7385	0.95893
ENSG00000070601	9	37650997	37746901	373	39	716517	-0.37284	0.64537
ENSG00000165275	9	37753804	37778969	60	10	716517	-0.86284	0.80589
ENSG00000107371	9	37766975	37801434	100	12	716517	-0.85813	0.80459
ENSG00000122741	9	37800499	37867663	197	7	716517	-0.87983	0.81053
ENSG00000122696	9	37879400	37904350	40	13	716517	0.4418	0.32932
ENSG00000107338	9	37919131	38069210	446	22	716517	1.7589	0.039296
ENSG00000137124	9	38392661	38398658	29	10	716517	1.4524	0.073191
ENSG00000137142	9	38408991	38424444	65	14	716517	0.51798	0.30223
ENSG00000273170	9	38540566	38577204	81	19	716517	-1.5183	0.93553
ENSG00000180071	9	38540566	38620657	157	28	716517	-1.0479	0.85265
ENSG00000106714	9	39072764	39288312	48	5	716517	0.3681	0.3564
ENSG00000154330	9	70943224	71145977	444	32	716517	-0.76091	0.77664
ENSG00000181778	9	71151496	71155783	8	3	716517	-0.40607	0.65765
ENSG00000107242	9	71320575	71624092	940	47	716517	0.28618	0.38737
ENSG00000187866	9	71394964	71398609	10	4	716517	-0.61489	0.73069
ENSG00000165059	9	71627469	71629039	3	2	716517	-0.78715	0.7844
ENSG00000165060	9	71650175	71715094	279	16	716517	1.073	0.14164
ENSG00000119139	9	71736209	71870124	506	38	716517	0.15935	0.4367
ENSG00000135063	9	71939488	72007371	256	27	716517	0.92445	0.17763
ENSG00000107282	9	72042446	72287222	671	33	716517	1.1956	0.11592
ENSG00000188647	9	72324438	72374875	93	14	716517	0.40578	0.34245
ENSG00000204711	9	72435709	72521148	248	30	716517	1.7349	0.041378
ENSG00000165072	9	72658497	72841886	572	18	716517	1.0904	0.13778
ENSG00000198887	9	72873937	72969804	246	20	716517	1.4506	0.073449
ENSG00000119138	9	72999503	73029540	48	15	716517	0.24739	0.40231
ENSG00000083067	9	73143979	74061820	3149	123	716517	-0.29839	0.6173
ENSG00000135048	9	74298282	74431606	458	23	716517	-0.1844	0.57315
ENSG00000107362	9	74477368	74525847	36	6	716517	-0.067023	0.52672
ENSG00000155621	9	74526426	74600970	91	17	716517	0.97959	0.16365
ENSG00000204669	9	74666292	74687733	68	13	716517	0.31112	0.37785
ENSG00000119125	9	74729511	74872109	429	33	716517	0.30833	0.37892
ENSG00000107372	9	74966341	74980163	35	7	716517	-0.54622	0.70754
ENSG00000165091	9	75136717	75451267	997	31	716517	0.58204	0.28027
ENSG00000165092	9	75515578	75695358	360	29	716517	-0.59271	0.72331
ENSG00000135046	9	75766673	75785309	41	11	716517	0.93944	0.17375
ENSG00000198963	9	77112281	77308093	473	41	716517	-0.50325	0.69261
ENSG00000119121	9	77337411	77503010	318	35	716517	0.57482	0.28271
ENSG00000135045	9	77561497	77567802	13	6	716517	1.8391	0.032949
ENSG00000156017	9	77595936	77643339	98	16	716517	1.4776	0.06976
ENSG00000106733	9	77675489	77703133	127	20	716517	2.3555	0.0092491
ENSG00000134996	9	77703459	77762181	240	32	716517	0.91967	0.17887
ENSG00000099139	9	78505560	78977255	1858	201	716517	1.8854	0.029686
ENSG00000135002	9	79000433	79009433	33	8	716517	-0.064316	0.52564
ENSG00000187210	9	79034752	79122332	369	29	716517	-0.71846	0.76376
ENSG00000106772	9	79226292	79521003	991	81	716517	-0.10636	0.54235
ENSG00000197969	9	79792269	80036457	785	29	716517	-0.32394	0.62701
ENSG00000156049	9	80037995	80263223	779	91	716517	-0.19704	0.5781
ENSG00000156052	9	80331003	80646374	576	26	716517	0.061092	0.47564
ENSG00000148019	9	80850978	80894606	103	18	716517	-0.85762	0.80445
ENSG00000135069	9	80912059	80945009	153	19	716517	1.763	0.038948
ENSG00000106829	9	82186688	82341658	324	28	716517	0.047832	0.48093
ENSG00000196781	9	84198598	84304220	352	68	716517	0.9664	0.16692
ENSG00000214929	9	84603687	84610171	14	7	716517	-0.96259	0.83212
ENSG00000165105	9	85594500	85678092	158	12	716517	1.3682	0.08562
ENSG00000172159	9	85857905	86153461	1274	80	716517	-0.62193	0.73301
ENSG00000148057	9	86237964	86259045	70	14	716517	0.12169	0.45157
ENSG00000135018	9	86274878	86323118	154	16	716517	-0.27213	0.60724
ENSG00000165113	9	86354336	86444431	233	15	716517	0.6976	0.24271
ENSG00000165115	9	86451613	86536342	205	17	716517	0.049211	0.48038
ENSG00000165118	9	86553226	86571901	45	12	716517	0.92428	0.17767
ENSG00000165119	9	86582998	86595569	28	8	716517	1.1665	0.12172
ENSG00000178966	9	86595626	86618985	42	9	716517	0.7426	0.22886
ENSG00000197506	9	86890372	86955672	246	35	716517	-0.75179	0.77391
ENSG00000148053	9	87283466	87638505	1019	68	716517	0.47197	0.31847
ENSG00000135049	9	88161455	88356944	608	17	716517	0.064728	0.4742
ENSG00000135040	9	88556061	88637213	92	21	716517	1.5275	0.063315
ENSG00000135052	9	88641061	88715088	259	20	716517	-0.042568	0.51698
ENSG00000187753	9	88835180	88874572	81	14	716517	-0.0031443	0.50125
ENSG00000135070	9	88879461	88897676	39	7	716517	-0.16822	0.5668
ENSG00000083223	9	88902648	88969369	116	11	716517	-0.082014	0.53268
ENSG00000180447	9	89559279	89562104	4	2	716517	-0.42898	0.66603
ENSG00000204446	9	89763559	89774471	40	7	716517	0.71076	0.23862
